price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE
325000,2025 08 09T16:27:30.000Z,EZZOUAR,JAMAIS UTILIS,XPS,,INTEL CORE ULTRA 7 155H,16GB,1TB,,16,,1920x1200,DDR5
325000,2025 08 05T14:12:31.000Z,EZZOUAR,JAMAIS UTILIS,SURFACE,,INTEL CORE ULTRA 5,16GB,512GB,,,,,
325000,2025 07 12T12:57:41.000Z,EZZOUAR,JAMAIS UTILIS,PREDATOR,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 14900HX,16GB,1024GB,,16,165Hz,,
325000,2025 08 05T09:15:19.000Z,EZZOUAR,,ROG,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 13980HX,32GB,,,,,,
325000,2025 07 25T11:06:49.000Z,KOUBA,BON TAT,ZBOOK,,INTEL CORE I7 13850HX,64GB,1TB,,16,,,
325000,2024 10 07T17:15:22.000Z,EZZOUAR,JAMAIS UTILIS,PRECISION,NVIDIA RTX A2000,INTEL CORE I7 12850HX,32GB,512GB,,16,,,DDR5
325000,2025 01 25T18:15:06.000Z,EZZOUAR,,MACBOOK,,APPLE M3 PRO,16GB,1TB,,14,,,
325000,2025 03 19T16:00:10.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M2 PRO,16GB,1TB,,14,,,
325000,2025 08 07T18:04:16.000Z,KOUBA,,MACBOOK,,APPLE M1 MAX,32GB,1TB,,16,,3024x1964,
325000,2023 06 15T10:26:55.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,,APPLE M1,16GB,256GB,,13,,,
325000,2024 10 16T09:56:19.000Z,EZZOUAR,JAMAIS UTILIS,OMEN,NVIDIA GEFORCE RTX 4060,AMD RYZEN 7 8845H,16GB,1TB,,17,,,DDR5
325000,2025 08 11T01:45:50.000Z,EZZOUAR,JAMAIS UTILIS,PRECISION,NVIDIA RTX A2000,13TH GEN INTEL CORE I9 13950HX,64GB,1TB,,16,,,
325000,2025 02 19T18:21:15.000Z,ALGER CENTRE,JAMAIS UTILIS,OMEN,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I7 13700HX,32GB,1TB,,,,,
325000,2024 10 07T08:58:51.000Z,CONSTANTINE,JAMAIS UTILIS,XPS,NVIDIA GEFORCE RTX 3050,12TH GEN INTEL CORE I7 12700H,16GB,512GB,,17.7,,1920x1080 FHD,DDR4
325000,2022 12 28T13:03:17.000Z,EZZOUAR,JAMAIS UTILIS,VIVOBOOK,NVIDIA GEFORCE RTX 3060,12TH GEN INTEL CORE I7 12700H,,,,,,,
325000,2024 10 09T08:37:44.000Z,EZZOUAR,JAMAIS UTILIS,SURFACE,,12TH GEN INTEL CORE I7 1255U,16GB,512GB,,13,,,
325000,2025 08 10T18:15:24.000Z,EZZOUAR,JAMAIS UTILIS,SURFACE,,12TH GEN INTEL CORE I7 1255U,16GB,256GB,,13,,,
324000,2025 08 11T12:48:14.000Z,HUSSEIN DEY,,AERO,NVIDIA GEFORCE RTX 4070,INTEL CORE I9 13900H,32GB,1TB,,,,,
322000,2025 01 19T08:41:43.000Z,DRARIA,JAMAIS UTILIS,ELITEBOOK,,INTEL CORE I7 1355U,16GB,512GB,,14,,,
322000,2025 08 07T09:23:30.000Z,EZZOUAR,JAMAIS UTILIS,SURFACE,,12TH GEN INTEL CORE I7 1255U,16GB,512GB,,13,,,
320000,2025 07 30T10:04:58.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,,SNAPDRAGON X ELITE X1E 78 100,32GB,1TB,,14,,1920x1200,LPDDR5X
320000,2025 03 08T13:30:36.000Z,EZZOUAR,JAMAIS UTILIS,XPS,,INTEL ULTRA 7 155H,16GB,1TB,,16,,,DDR5
320000,2025 06 19T16:06:34.000Z,EZZOUAR,JAMAIS UTILIS,ELITEBOOK,,INTEL CORE ULTRA 7 256V,16GB,512GB,,14,,1920x1200,
320000,2025 08 11T11:31:54.000Z,EZZOUAR,JAMAIS UTILIS,XPS,,INTEL CORE ULTRA 7 155H,,,,,,,
320000,2025 05 05T10:04:34.000Z,BLIDA,,PREDATOR,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 13900HX,16GB,1TB,,16,,,
320000,2025 06 28T09:18:24.000Z,EZZOUAR,,VECTOR,NVIDIA GEFORCE RTX 4070,INTEL CORE I9 13900H,32GB,1TB,,17.3,240Hz,2560x1440,DDR5
320000,2025 07 25T11:07:09.000Z,KOUBA,,VICTUS,NVIDIA GEFORCE RTX 4060,INTEL CORE I7 14700HX,32GB,1TB,,16,144Hz,1920x1080,
320000,2024 12 28T11:59:33.000Z,DAR EL BEIDA,,MACBOOK,,APPLE M2 PRO,16GB,512GB,,16,,,
320000,2025 07 26T08:15:37.000Z,EZZOUAR,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 7940HX,16GB,1TB,,16,165Hz,,DDR5
320000,2025 07 14T13:12:58.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4070,AMD RYZEN 7 7745HX,16GB,512GB,,16,,,DDR5
320000,2025 03 03T10:20:58.000Z,ANNABA,,PREDATOR,NVIDIA GEFORCE RTX 4060,14TH GEN INTEL CORE I9 14900HX,32GB,1TB,,16,240Hz,,DDR5
320000,2025 07 26T08:15:37.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,NVIDIA GEFORCE RTX 4070,14TH GEN INTEL CORE I7 14650HX,16GB,1TB,,16,144Hz,,
320000,2025 07 30T10:05:00.000Z,EZZOUAR,JAMAIS UTILIS,PREDATOR,NVIDIA GEFORCE RTX 4060,13TH GEN INTEL CORE I9 13900HX,16GB,1TB,,16,,,DDR5
320000,2025 07 16T06:49:39.000Z,EZZOUAR,,LEGION,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I9 13900HX,16GB,1TB,,16,240Hz,2560x1440,DDR5
320000,2025 08 07T17:25:31.000Z,KOUBA,,THINKPAD,NVIDIA GEFORCE RTX 2000 ADA,13TH GEN INTEL CORE I7 13850HX,32GB,1TB,,16,165Hz,,DDR5
320000,2025 07 17T07:01:57.000Z,EZZOUAR,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4060,13TH GEN INTEL CORE I7 1365HX,16GB,1TB,,16,165Hz,1920x1200,DDR5
320000,2025 07 26T10:04:35.000Z,ANNABA,,ALIENWARE,NVIDIA GEFORCE RTX 3070 TI,12TH GEN INTEL CORE I9,32GB,2000GB,,15,,,
319900,2025 08 11T09:16:24.000Z,HYDRA,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4050,13TH GEN INTEL CORE I7 13650HX,16GB,1TB,,16,,,
319000,2025 08 09T16:20:00.000Z,EZZOUAR,,OMEN,NVIDIA GEFORCE RTX 4060,INTEL CORE ULTRA 9 185H,32GB,1TB,,14,120Hz,2880x1800,LPDDR5X
319000,2025 07 25T11:07:12.000Z,KOUBA,JAMAIS UTILIS,XPS,NVIDIA GEFORCE RTX 4050,INTEL CORE ULTRA 7 155H,16GB,1TB,,16.3,,1920x1200,DDR5
319000,2025 01 22T18:25:34.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4070,INTEL CORE ULTRA 7 155H,16GB,,,,,,
319000,2025 03 11T13:30:03.000Z,ALGER CENTRE,JAMAIS UTILIS,ENVY,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 13900H,16GB,1TB,,16,,3K,DDR5
319000,2025 02 08T16:36:28.000Z,ALGER CENTRE,JAMAIS UTILIS,NITRO,NVIDIA GEFORCE RTX 4060,INTEL CORE I7 14650HX,16GB,1TB,,16,,1920x1080,
319000,2025 08 01T11:15:25.000Z,KOUBA,,LEGION,NVIDIA GEFORCE RTX 4060,INTEL CORE I7 14650HX,32GB,1TB,,15.6,165Hz,2560x1600,DDR5
319000,2025 02 17T15:51:57.000Z,HUSSEIN DEY,JAMAIS UTILIS,MACBOOK,,APPLE M3,8GB,512GB,,14,,,
318000,2025 01 28T19:08:19.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,NVIDIA RTX 500 ADA,INTEL CORE ULTRA 7 VPRO,32GB,1TB,,16,,3840x2160,DDR5X
318000,2025 08 10T17:22:11.000Z,ALGER CENTRE,JAMAIS UTILIS,ZBOOK,NVIDIA RTX 2000 ADA,INTEL CORE ULTRA 7 165H VPRO,,,,,,,
318000,2024 09 28T18:59:47.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4070,INTEL CORE ULTRA 7 155H,16GB,512GB,,16,240Hz,3K,DDR5
318000,2024 07 25T15:12:06.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4070,INTEL CORE ULTRA 7 155H,16GB,512GB,,16,240Hz,3K,DDR5
318000,2024 08 27T17:13:33.000Z,ALGER CENTRE,JAMAIS UTILIS,YOGA,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 13905H,32GB,1TB,,16,,3K,DDR5
318000,2025 03 05T17:15:59.000Z,ALGER CENTRE,JAMAIS UTILIS,OMEN,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 13900HX,16GB,1TB,,16,240Hz,3K,DDR5X
318000,2024 12 16T18:59:31.000Z,ALGER CENTRE,JAMAIS UTILIS,ALIENWARE,NVIDIA GEFORCE RTX 4060,INTEL CORE I7 13620H,32GB,,,,,,
318000,2024 11 21T10:06:33.000Z,KOUBA,JAMAIS UTILIS,MACBOOK,,APPLE M3,8GB,512GB,,14,,,
317000,2023 12 21T20:25:10.000Z,EZZOUAR,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4070,INTEL CORE I9 13900H,16GB,1TB,,15.6,144Hz,1920x1080,DDR5
315000,2024 11 03T08:33:04.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4060,INTEL CORE I7 14900HX,,,,,,,
315000,2024 10 10T09:03:35.000Z,EZZOUAR,,OMEN,NVIDIA GEFORCE RTX 4060,INTEL CORE I7 14700HX,16GB,1TB,,16,,,DDR5
315000,2025 04 13T19:07:08.000Z,ALGER CENTRE,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4070,INTEL CORE I7 13620H,16GB,1TB,,15.6,144Hz,1920x1080,DDR5
315000,2023 06 15T10:26:56.000Z,EZZOUAR,JAMAIS UTILIS,PREDATOR,NVIDIA GEFORCE RTX 2070,INTEL CORE I7 10750H,16GB,500GB,,15.6,240Hz,,
315000,2025 08 06T12:43:34.000Z,BEJAIA,JAMAIS UTILIS,MACBOOK,,APPLE M4,16GB,512GB,,15,,,
315000,2025 08 11T11:10:18.000Z,EZZOUAR,BON TAT,MACBOOK,APPLE 16-CORE GPU,APPLE M2 PRO,16GB,512GB,,14,,3024x1964,
315000,2025 08 06T09:06:31.000Z,BEJAIA,,MACBOOK,,APPLE M1 MAX,32GB,512GB,,16,,,
315000,2025 07 16T07:41:38.000Z,ALGER CENTRE,JAMAIS UTILIS,KATANA,NVIDIA GEFORCE RTX 4070,AMD RYZEN 9 8945HS,32GB,1TB,,,,,
315000,2025 08 11T10:31:14.000Z,EZZOUAR,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 8945H,16GB,512GB,,15.6,144Hz,1920x1080 FHD,DDR5
315000,2024 12 02T20:58:18.000Z,ALGER CENTRE,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 7940HX,16GB,,,,,,
315000,2025 02 22T18:45:16.000Z,EZZOUAR,,ROG,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 7940HS,16GB,1TB,,13,360Hz,2K,
315000,2024 08 31T10:26:05.000Z,EZZOUAR,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4070,AMD RYZEN 9 7940HS,16GB,512GB,,,,,
315000,2025 01 14T07:15:15.000Z,AIN NAADJA,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4070,AMD RYZEN 9 7940HS,16GB,512GB,,17.3,,1920x1080 FHD,DDR5
315000,2025 08 10T10:31:45.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4070,AMD RYZEN 7 7735HS,16GB,1TB,,16,165Hz,2560x1600,DDR
315000,2025 04 20T11:11:04.000Z,EZZOUAR,BON TAT,LEGION,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I9 13900HX,32GB,1TB,,16,,,
315000,2025 07 25T11:08:09.000Z,KOUBA,BON TAT,PRECISION,NVIDIA RTX 2000 ADA,13TH GEN INTEL CORE I9 13900H,32GB,512GB,,,,,
315000,2025 05 20T13:47:28.000Z,EZZOUAR,BON TAT,ZENBOOK,NVIDIA GEFORCE RTX 3070 TI,12TH GEN INTEL CORE I9 12900H,32GB,1TB,,15,,,
315000,2024 09 01T22:40:26.000Z,,,ZENBOOK,,11TH GEN INTEL CORE I7,16GB,256GB,,14,,,
310000,2023 06 11T14:35:25.000Z,EZZOUAR,JAMAIS UTILIS,XPS,,INTEL CORE ULTRA 7 258V,32GB,512GB,,,,,
310000,2025 08 10T09:03:29.000Z,EZZOUAR,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4060,INTEL CORE ULTRA 7 155H,16GB,1TB,,16,240Hz,2560x1440,DDR5
310000,2025 07 23T11:38:30.000Z,EZZOUAR,,TUF,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 14900HX,16GB,1TB,,16,165Hz,1920x1080,DDR5
310000,2021 06 22T01:29:43.000Z,AZZABA,BON TAT,STEALTH,NVIDIA GEFORCE RTX 2060,INTEL CORE I7 9750H,32GB,500GB,,,,,
310000,2021 05 18T00:23:28.000Z,REGHAIA,BON TAT,OMEN,NVIDIA GEFORCE RTX 2070,INTEL CORE I7 9750H,32GB,512GB,2000GB,17,144Hz,,
310000,2025 07 27T10:26:26.000Z,EZZOUAR,,LEGION,NVIDIA GEFORCE RTX 4070,INTEL CORE I7 14650HX,32GB,512GB,,16,165Hz,,
310000,2022 12 04T22:41:51.000Z,EZZOUAR,JAMAIS UTILIS,ENVY,NVIDIA GEFORCE RTX 3060,INTEL CORE I7 11800H,32GB,1TB,,15.6,,,
310000,2022 04 25T14:30:29.000Z,EZZOUAR,JAMAIS UTILIS,VIVOBOOK,NVIDIA GEFORCE RTX 3060,INTEL CORE I7 11800H,16GB,512GB,,16,,,
310000,2025 08 11T11:31:30.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 10-CORE GPU,APPLE M4,16GB,512GB,,14,,,
310000,2024 12 28T10:49:05.000Z,EZZOUAR,BON TAT,MACBOOK,,APPLE M2 PRO,16GB,512GB,,14,,,
310000,2022 11 09T09:21:10.000Z,DELY BRAHIM,,ROG,NVIDIA GEFORCE RTX 3060,AMD RYZEN 9 5900HX,32GB,3000GB,,17,,,DDR4
310000,2025 01 14T07:15:20.000Z,AIN NAADJA,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4060,AMD RYZEN 7 7735HX,16GB,512GB,,15.6,144Hz,FHD,DDR5
310000,2025 04 19T09:57:03.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4070,14TH GEN INTEL CORE I7 14650HX,32GB,512GB,,15,165Hz,,
310000,2025 04 13T13:46:09.000Z,EZZOUAR,BON TAT,PRECISION,NVIDIA RTX 2000 ADA,13TH GEN INTEL CORE I9 13900H,32GB,1TB,,16,,,
310000,2025 08 11T11:31:24.000Z,EZZOUAR,JAMAIS UTILIS,INSPIRON,NVIDIA GEFORCE RTX 4060,13TH GEN INTEL CORE I7 13650HX,16GB,1TB,,15.6,165Hz,,
310000,2025 08 11T11:38:49.000Z,EZZOUAR,JAMAIS UTILIS,THINKPAD,,13TH GEN INTEL CORE I7 13350U,16GB,1TB,,14,,1920x1200,
310000,2023 12 31T09:40:20.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 3070 TI,12TH GEN INTEL CORE I7 12700H,,,,,,,
310000,2025 06 26T08:50:10.000Z,BEJAIA,JAMAIS UTILIS,THINKPAD,,12TH GEN INTEL CORE I7 1255U,16GB,1TB,,14,,1920x1200,LPDDR5
309900,2024 11 19T10:32:53.000Z,ORAN,JAMAIS UTILIS,OMEN,NVIDIA GEFORCE RTX 4060,AMD RYZEN 7 8845HS,16GB,1TB,,17,144Hz,,
309000,2025 07 05T09:46:29.000Z,EZZOUAR,,OMEN,NVIDIA GEFORCE RTX 4060,INTEL ULTRA 9 195H,32GB,1TB,,14,120Hz,2K8,DDR5
309000,2025 08 11T15:01:14.000Z,EZZOUAR,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4060,INTEL CORE ULTRA 7 155H,16GB,1TB,,16,240Hz,2880x1440,DDR5
309000,2025 08 06T17:15:48.000Z,SETIF,,PREDATOR,NVIDIA GEFORCE RTX 4060,INTEL CORE I9 14900HX,16GB,1TB,,16,,,DDR5
309000,2025 04 22T14:40:24.000Z,ALGER CENTRE,JAMAIS UTILIS,SWORD,NVIDIA GEFORCE RTX 4060,INTEL CORE I7 14650HX,16GB,1TB,,16,144Hz,FHD,DDR5
309000,2025 06 15T13:33:00.000Z,ALGER CENTRE,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4060,INTEL CORE I7 14650HX,16GB,1TB,,,,,
309000,2025 06 22T18:07:47.000Z,SIDI MHAMED,JAMAIS UTILIS,PREDATOR,NVIDIA GEFORCE RTX 4070,INTEL CORE I7 13700HX,16GB,1TB,,,,,
309000,2025 04 04T19:13:11.000Z,EZZOUAR,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 8945HS,32GB,1TB,,,,,
309000,2025 04 09T08:44:14.000Z,EZZOUAR,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 7940HX,16GB,512GB,,,,,
309000,2024 09 25T13:01:05.000Z,EZZOUAR,BON TAT,INSPIRON,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I9 13900HX,,,,,,,
309000,2025 07 17T14:04:03.000Z,ALGER CENTRE,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I7 13700HX,32GB,2TB,,17.3,,,
305000,2025 06 19T10:42:25.000Z,EZZOUAR,JAMAIS UTILIS,PREDATOR,NVIDIA GEFORCE RTX 4070,INTEL CORE I9 14900HX,32GB,1TB,,16,165Hz,,
305000,2020 02 23T10:36:37.000Z,EZZOUAR,BON TAT,MACBOOK,AMD RADEON PRO 560X,INTEL CORE I7 8850H,16GB,512GB,,15,,,
305000,2025 03 20T11:22:23.000Z,EZZOUAR,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 7940HX,16GB,,,,,,
305000,2025 07 29T14:11:46.000Z,AIN NAADJA,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4070,AMD RYZEN 9 7845HX,16GB,512GB,,16,165Hz,2560x1600,DDR5
305000,2025 07 30T13:45:04.000Z,HUSSEIN DEY,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4070,AMD RYZEN 7 7735HS,16GB,,,,,,
305000,2025 07 27T16:32:48.000Z,KOUBA,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4070,AMD RYZEN 7 7735HS,16GB,1TB,,16,,,
305000,2025 05 20T13:51:37.000Z,EZZOUAR,BON TAT,INSPIRON,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I9 13900HX,,,,,,,
305000,2025 05 02T19:06:50.000Z,SKIKDA,,PAVILION,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I9,32GB,2000GB,,16,,,
305000,2025 04 15T08:28:21.000Z,EZZOUAR,,ZBOOK,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I7 13700H,,,,,,,
305000,2025 01 28T16:11:24.000Z,KOUBA,,XPS,NVIDIA GEFORCE RTX 4050,13TH GEN INTEL CORE I7,,,,,,,
304000,2024 10 17T15:43:40.000Z,BLIDA,JAMAIS UTILIS,MACBOOK,,APPLE M3,16GB,512GB,,15,,,
303000,2025 06 19T16:01:05.000Z,ALGER CENTRE,JAMAIS UTILIS,VICTUS,NVIDIA GEFORCE RTX 4060,AMD RYZEN 7 8845HS,16GB,512GB,,15.6,144Hz,1920x1080,
303000,2025 08 03T10:46:34.000Z,BATNA,BON TAT,VICTUS,NVIDIA GEFORCE RTX 4070,14TH GEN INTEL CORE I7,16GB,512GB,,,,,
302000,2025 07 03T18:10:54.000Z,MILIANA,BON TAT,LEGION,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I7 13700HX,16GB,1TB,,16,240Hz,WQXGA,DDR5
300000,2025 03 15T09:03:40.000Z,MOHAMMADIA,JAMAIS UTILIS,YOGA,,QUALCOMM SNAPDRAGON X ELITE,32GB,1TB,,14.5,,,
300000,2025 03 10T04:43:06.000Z,EZZOUAR,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4060,INTEL CORE ULTRA 7 155H,16GB,1TB,,16,240Hz,2560x1440,
300000,2025 08 11T11:31:28.000Z,EZZOUAR,JAMAIS UTILIS,ZBOOK,NVIDIA RTX A500,INTEL CORE ULTRA 7 155H,,,,,,,
300000,2024 10 30T14:58:03.000Z,JIJEL,,MACBOOK,AMD RADEON PRO 5600,INTEL CORE I9,64GB,2TB,,16,,,
300000,2025 08 01T10:51:36.000Z,EL ACHOUR,,PREDATOR,NVIDIA GEFORCE RTX 4070,INTEL CORE I9,32GB,1TB,,16,,,
300000,2024 07 07T11:54:09.000Z,EZZOUAR,JAMAIS UTILIS,STEALTH,NVIDIA GEFORCE RTX 4070,INTEL CORE I7 13620H,32GB,1TB,,15,,,
300000,2022 07 25T22:58:38.000Z,EZZOUAR,JAMAIS UTILIS,OMEN,NVIDIA GEFORCE RTX 3060,INTEL CORE I7 11800H,16GB,512GB,,17.3,144Hz,1920x1080 FHD,
300000,2022 07 25T22:59:24.000Z,EZZOUAR,JAMAIS UTILIS,AERO,NVIDIA GEFORCE RTX 3070,INTEL CORE I7 11800H,16GB,1TB,,15,,,DDR4
300000,2025 07 20T12:00:36.000Z,EZZOUAR,JAMAIS UTILIS,MACBOOK,APPLE 10-CORE GPU,APPLE M4,16GB,512GB,,13,,,
300000,2025 07 06T00:43:24.000Z,BLIDA,,MACBOOK,,APPLE M4,16GB,512GB,,14,,,
300000,2024 12 07T11:50:08.000Z,TLEMCEN,JAMAIS UTILIS,MACBOOK,,APPLE M3,16GB,512GB,,,,,
300000,2025 04 04T21:29:25.000Z,EL BAYADH,BON TAT,ROG,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 7845HX,16GB,512GB,,17.3,,,
300000,2025 05 20T11:45:58.000Z,BIRKHADEM,,VICTUS,NVIDIA GEFORCE RTX 4070,AMD RYZEN 7 8845HS,32GB,2000GB,,16,144Hz,FHD,DDR5
300000,2024 09 29T14:00:57.000Z,TIPAZA,JAMAIS UTILIS,INSPIRON,,6TH GEN INTEL CORE I5,8GB,256GB,,,,,
300000,2025 07 05T06:10:52.000Z,ALGER CENTRE,BON TAT,,NVIDIA GEFORCE RTX 4070,14TH GEN INTEL CORE I7,16GB,1TB,,16,,,
300000,2024 11 02T10:27:44.000Z,ZERALDA,BON TAT,LEGION,NVIDIA GEFORCE RTX 4070,13TH GEN INTEL CORE I7 13700HX,16GB,1TB,,16.1,165Hz,,DDR5
300000,2024 09 25T08:40:56.000Z,MOHAMMADIA,,THINKPAD,NVIDIA GEFORCE RTX 3070 TI,12TH GEN INTEL CORE I7 12800H,32GB,512GB,,16,,,DDR5
300000,2024 12 08T11:59:31.000Z,BIR EL DJIR,JAMAIS UTILIS,PAVILION,,12TH GEN INTEL CORE I7 1265U,16GB,512GB,,13,,,LPDDR5
300000,2025 07 29T14:31:00.000Z,KOUBA,JAMAIS UTILIS,SURFACE,,12TH GEN INTEL CORE I7 1255U,16GB,512GB,,13,,,
300000,2025 08 01T15:45:04.000Z,HUSSEIN DEY,JAMAIS UTILIS,SURFACE,,12TH GEN INTEL CORE I7 1255U,16GB,,,,,,
300000,2022 10 18T18:13:24.000Z,EZZOUAR,JAMAIS UTILIS,XPS,,11TH GEN INTEL CORE I7 1195G7,16GB,512GB,,13.4,,,
300000,2022 10 17T12:59:32.000Z,EZZOUAR,JAMAIS UTILIS,SURFACE,,11TH GEN INTEL CORE I7,16GB,512GB,,13.3,,,
299000,2025 07 25T11:07:06.000Z,KOUBA,,SURFACE,,QUALCOMM SNAPDRAGON X ELITE X1E 80 100,16GB,512GB,,15,,QHD,LPDDR5X
299000,2025 07 25T11:06:51.000Z,KOUBA,,OMEN,NVIDIA GEFORCE RTX 4060,INTEL CORE ULTRA 9 185H,32GB,1TB,,14,120Hz,,
299000,2025 06 25T16:19:45.000Z,BIRKHADEM,,GALAXY,,INTEL CORE ULTRA 7 256V,16GB,1TB,,16,,,LPDDR5X
299000,2025 07 27T12:30:28.000Z,KOUBA,,THINKPAD,,INTEL CORE ULTRA 7 155U,32GB,1TB,,14,,2880x1800,DDR5
299000,2025 08 11T11:36:39.000Z,EZZOUAR,JAMAIS UTILIS,XPS,,INTEL CORE ULTRA 7 155H,,,,,,,
299000,2024 11 03T07:46:06.000Z,BLIDA,JAMAIS UTILIS,ZBOOK,,INTEL CORE ULTRA 7 155H,16GB,512GB,,14,,,
299000,2025 07 23T21:15:11.000Z,EZZOUAR,,LEGION,,INTEL CORE I9 14900HX,,,,,,,
299000,2025 03 17T11:56:11.000Z,EZZOUAR,BON TAT,THINKPAD,NVIDIA GEFORCE RTX 3080,INTEL CORE I9 11950H,,,,,,,
299000,2025 07 08T15:21:00.000Z,EZZOUAR,JAMAIS UTILIS,LEGION,NVIDIA GEFORCE RTX 4060,INTEL CORE I7 14650HX,16GB,1TB,,16.1,240Hz,2.5K,DDR5
299000,2024 08 04T12:53:51.000Z,EZZOUAR,,MACBOOK,,APPLE M3,8GB,1TB,,14,,,
299000,2025 03 09T10:18:39.000Z,EZZOUAR,JAMAIS UTILIS,TUF,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 8945H,16GB,512GB,,,,,
299000,2025 02 13T18:36:44.000Z,EZZOUAR,JAMAIS UTILIS,ROG,NVIDIA GEFORCE RTX 4060,AMD RYZEN 9 7940HX,16GB,512GB,,17.3,240Hz,,DDR5
299000,2025 08 04T13:15:50.000Z,SKIKDA,,,NVIDIA GEFORCE RTX 4070,AMD RYZEN 9 7845HX,32GB,1TB,,,,,
299000,2025 08 09T11:31:39.000Z,EZZOUAR,JAMAIS UTILIS,OMEN,NVIDIA GEFORCE RTX 4060,AMD RYZEN 7 8845HS,16GB,,,,,,
299000,2024 11 28T22:23:13.000Z,SETIF,JAMAIS UTILIS,VICTUS,NVIDIA GEFORCE RTX 4070,AMD RYZEN 7 8845HS,16GB,512GB,,16,144Hz,FHD,
299000,2024 09 02T16:51:05.000Z,EZZOUAR,,SURFACE,NVIDIA GEFORCE RTX 4060,14TH GEN INTEL CORE I9 14900HX,32GB,1TB,,15.6,240Hz,2560x1440,DDR5
299000,2025 07 23T21:17:14.000Z,EZZOUAR,,TUF,NVIDIA GEFORCE RTX 4060,13TH GEN INTEL CORE I9 13980HX,64GB,1TB,,,,,DDR5
299000,2025 05 30T11:18:13.000Z,BORDJ EL KIFFAN,,THINKPAD,,13TH GEN INTEL CORE I7 13900H,64GB,2TB,,,,,
